Site,Datetime,mean_WT,max_WT,min_WT,range_WT,Solar_daily,Solar_2d,Solar_3d,Solar_7d,WL_daily_mean,WL_daily_max,WL_daily_min,WL_daily_range,WL_mean_2day,WL_mean_3day,WL_mean_7day,WL_max_2day,WL_max_3day,WL_max_7day,WL_min_2day,WL_min_3day,WL_min_7day,Air_tmin,Air_tmean,Air_tmax,Air_trange,Air_tmean_2day,Air_tmean_3day,Air_tmean_7day,Air_tmax_2day,Air_tmax_3day,Air_tmax_7day,Air_tmin_2day,Air_tmin_3day,Air_tmin_7day,GWT_mean,GWT_max,GWT_min,GWT_range,GWT_mean_2day,GWT_mean_3day,GWT_mean_7day,GWT_max_2day,GWT_max_3day,GWT_max_7day,GWT_min_2day,GWT_min_3day,GWT_min_7day,GWL_mean,GWL_max,GWL_min,GWL_range,GWL_mean_2day,GWL_mean_3day,GWL_mean_7day,GWL_max_2day,GWL_max_3day,GWL_max_7day,GWL_min_2day,GWL_min_3day,GWL_min_7day,ppt,ppt_7day,Water_area_m2_3d,Elev_m,Size_km2
Butte,6/20/2024,13.14658,15.569,10.944,4.625,30.3696,30.71087974,30.87935947,25.29668515,0.21375,0.233,0.193,0.04,0.213333,0.215667,0.223464,0.233,0.233,0.236714,0.193,0.197667,0.209714,6,14.4,22.9,16.9,12.05,9.966667,8.842857,20.3,16.56667,15.01429,3.8,3.366667,2.671429,10.944,10.944,10.944,0,10.944,10.944,10.84732,10.944,10.944,10.86014,10.944,10.944,10.81829,-0.02583,-0.002,-0.051,0.049,-0.01913,-0.01299,1.79E-05,0.0065,0.009667,0.016143,-0.049,-0.04067,-0.02143,0,19.2,0,703.8876153,0.029
Butte,6/21/2024,13.64404,16.141,11.431,4.71,30.26591895,30.31775947,30.56255947,25.62994229,0.217167,0.235,0.194,0.041,0.215458,0.214611,0.223018,0.234,0.233667,0.236571,0.1935,0.193333,0.208,10.7,17.7,24.6,13.9,16.05,13.93333,9.628571,23.75,21.73333,15.4,8.35,6.1,3.842857,11.02888,11.041,10.944,0.097,10.98644,10.97229,10.9013,10.9925,10.97633,10.91586,10.944,10.944,10.86014,-0.02271,0.003,-0.047,0.05,-0.02427,-0.02032,-0.00195,5.00E-04,0.005333,0.015286,-0.049,-0.04833,-0.02386,0,19.2,0,703.8876153,0.029
Butte,6/22/2024,14.16192,16.523,12.11,4.413,29.13408105,29.7,29.9232,27.69490252,0.217875,0.235,0.2,0.035,0.217521,0.216264,0.220393,0.235,0.234333,0.235143,0.197,0.195667,0.204,10.6,18.8,27.1,16.5,18.25,16.96667,11.04286,25.85,24.86667,17.04286,10.65,9.1,5.057143,11.041,11.041,11.041,0,11.03494,11.00463,10.94373,11.041,11.00867,10.95771,10.9925,10.97633,10.91586,-0.02192,0.003,-0.045,0.048,-0.02231,-0.02349,-0.00779,0.003,0.001333,0.011714,-0.046,-0.04767,-0.03057,0,16.72,0,703.8876153,0.029
Butte,6/23/2024,14.27954,16.332,13.076,3.256,30.6288,29.88144053,30.0096,28.18367974,0.219958,0.233,0.21,0.023,0.218917,0.218333,0.219208,0.234,0.234333,0.234,0.205,0.201333,0.203571,9.9,17.5,25.2,15.3,18.15,18,12.87143,26.15,25.63333,19.6,10.25,10.4,6.171429,11.041,11.041,11.041,0,11.041,11.03696,10.97392,11.041,11.041,10.98557,11.041,11.00867,10.95771,-0.02325,-0.008,-0.042,0.034,-0.02258,-0.02263,-0.01305,-0.0025,-0.00067,0.006714,-0.0435,-0.04467,-0.035,0,5.25,0,703.8876153,0.029
Butte,6/24/2024,13.252,15.569,11.139,4.43,30.87071895,30.74975947,30.2112,30.50537105,0.217125,0.233,0.199,0.034,0.218542,0.218319,0.217018,0.233,0.233667,0.233571,0.2045,0.203,0.199429,6.2,12,17.9,11.7,14.75,16.1,13.7,21.55,23.4,20.64286,8.05,8.9,6.785714,11.05733,11.139,11.041,0.098,11.04917,11.04644,11.00003,11.09,11.07367,11.01343,11.041,11.041,10.98557,-0.02288,-0.003,-0.053,0.05,-0.02306,-0.02268,-0.01853,-0.0055,-0.00267,0.003429,-0.0475,-0.04667,-0.04414,0.91,2.81,0,703.8876153,0.029
Butte,6/25/2024,13.49917,16.046,11.139,4.907,30.74111895,30.80591895,30.7468793,30.43748534,0.214167,0.233,0.193,0.04,0.215646,0.217083,0.216137,0.233,0.233,0.233571,0.196,0.200667,0.197429,4.1,13,21.9,17.8,12.5,14.16667,14.72857,19.9,21.66667,22.47143,5.15,6.733333,7.014286,11.139,11.139,11.139,0,11.09817,11.07911,11.02789,11.139,11.10633,11.04129,11.09,11.07367,11.01343,-0.03275,-0.005,-0.061,0.056,-0.02781,-0.02629,-0.02311,-0.004,-0.00533,0.000429,-0.057,-0.052,-0.04943,0,0.91,0,703.8876153,0.029
Butte,6/26/2024,13.98829,15.473,12.883,2.59,25.43615947,28.08863921,29.01599912,29.63519962,0.220833,0.232,0.203,0.029,0.2175,0.217375,0.217268,0.2325,0.232667,0.233429,0.198,0.198333,0.198857,8.1,17.8,27.4,19.3,15.4,14.26667,15.88571,24.65,22.4,23.85714,6.1,6.133333,7.942857,11.19963,11.236,11.139,0.097,11.16931,11.13199,11.0644,11.1875,11.17133,11.083,11.139,11.10633,11.04129,-0.02942,-0.013,-0.048,0.035,-0.03108,-0.02835,-0.02554,-0.009,-0.007,-0.00357,-0.0545,-0.054,-0.04957,0,0.91,0,703.8876153,0.029
Butte,6/27/2024,12.73433,13.269,12.207,1.062,20.52864053,22.9824,25.56863965,28.22934827,0.221542,0.231,0.212,0.019,0.221188,0.218847,0.218381,0.2315,0.232,0.233143,0.2075,0.202667,0.201571,6.6,11.9,17.2,10.6,14.85,14.23333,15.52857,22.3,22.16667,23.04286,7.35,6.266667,8.028571,11.25642,11.334,11.236,0.098,11.22802,11.19835,11.10904,11.285,11.23633,11.13871,11.1875,11.17133,11.083,-0.02088,-0.011,-0.033,0.022,-0.02515,-0.02768,-0.02483,-0.012,-0.00967,-0.00486,-0.0405,-0.04733,-0.047,0.36,1.27,0,703.8876153,0.029
Butte,6/28/2024,13.36892,15.569,11.722,3.847,30.1536,25.34112026,25.3728,28.21330271,0.21275,0.227,0.198,0.029,0.217146,0.218375,0.21775,0.229,0.23,0.232,0.205,0.204333,0.202143,6.2,9.7,13.2,7,10.8,13.13333,14.38571,15.2,19.26667,21.41429,6.4,6.966667,7.385714,11.334,11.334,11.334,0,11.29521,11.26335,11.15263,11.334,11.30133,11.18057,11.285,11.23633,11.13871,-0.03,-0.007,-0.053,0.046,-0.02544,-0.02676,-0.02587,-0.009,-0.01033,-0.00629,-0.043,-0.04467,-0.04786,0.27,1.54,0,703.8876153,0.029
Butte,6/29/2024,13.27129,14.709,12.11,2.599,20.37312026,25.26336013,23.68512026,26.96173688,0.213167,0.23,0.197,0.033,0.212958,0.215819,0.217077,0.2285,0.229333,0.231286,0.1975,0.202333,0.201714,6.2,13.9,21.5,15.3,11.8,11.83333,13.68571,17.35,17.3,20.61429,6.2,6.333333,6.757143,11.41888,11.431,11.334,0.097,11.37644,11.33643,11.20661,11.3825,11.36633,11.23629,11.334,11.30133,11.18057,-0.02892,-0.009,-0.051,0.042,-0.02946,-0.0266,-0.02687,-0.008,-0.009,-0.008,-0.052,-0.04567,-0.04871,0,1.54,0,703.8876153,0.029
Butte,6/30/2024,13.92883,15.473,13.173,2.3,26.14464053,23.2588804,25.55712026,26.32114267,0.213208,0.227,0.201,0.026,0.213188,0.213042,0.216113,0.2285,0.228,0.230429,0.199,0.198667,0.200429,9.4,15,20.6,11.2,14.45,12.86667,13.32857,21.05,18.43333,19.95714,7.8,7.266667,6.685714,11.4795,11.528,11.431,0.097,11.44919,11.41079,11.26925,11.4795,11.431,11.30586,11.3825,11.36633,11.23629,-0.03146,-0.016,-0.051,0.035,-0.03019,-0.03013,-0.02804,-0.0125,-0.01067,-0.00914,-0.051,-0.05167,-0.05,0.33,1.87,0,703.8876153,0.029
Butte,7/1/2024,14.02254,16.141,12.401,3.74,29.38464053,27.76464053,25.30080044,26.10884575,0.212917,0.227,0.2,0.027,0.213063,0.213097,0.215512,0.227,0.228,0.229571,0.2005,0.199333,0.200571,10.3,14.5,18.6,8.3,14.75,14.46667,13.68571,19.6,20.23333,20.05714,9.85,8.633333,7.271429,11.528,11.528,11.528,0,11.50375,11.47546,11.33649,11.528,11.49567,11.36143,11.4795,11.431,11.30586,-0.03521,-0.014,-0.059,0.045,-0.03333,-0.03186,-0.0298,-0.015,-0.013,-0.01071,-0.055,-0.05367,-0.05086,0.66,1.62,0,703.8876153,0.029
Butte,7/2/2024,13.77521,15.664,12.11,3.554,30.40415947,29.8944,28.64448018,26.06070868,0.215375,0.232,0.202,0.03,0.214146,0.213833,0.215685,0.2295,0.228667,0.229429,0.201,0.201,0.201857,8.4,14.2,19.9,11.5,14.35,14.56667,13.85714,19.25,19.7,19.77143,9.35,9.366667,7.885714,11.59671,11.625,11.528,0.097,11.56235,11.53474,11.40188,11.5765,11.56033,11.43086,11.528,11.49567,11.36143,-0.03079,-0.011,-0.054,0.043,-0.033,-0.03249,-0.02952,-0.0125,-0.01367,-0.01157,-0.0565,-0.05467,-0.04986,0,1.62,0,703.8876153,0.029
Butte,7/3/2024,13.36517,15.569,11.528,4.041,30.46464053,30.4344,30.08448018,26.77906312,0.213792,0.231,0.196,0.035,0.214583,0.214028,0.214679,0.2315,0.23,0.229286,0.199,0.199333,0.200857,6.5,13.1,19.6,13.1,13.65,13.93333,13.18571,19.75,19.36667,18.65714,7.45,8.4,7.657143,11.625,11.625,11.625,0,11.61085,11.58324,11.46264,11.625,11.59267,11.48643,11.5765,11.56033,11.43086,-0.03058,-0.005,-0.066,0.061,-0.03069,-0.03219,-0.02969,-0.008,-0.01,-0.01043,-0.06,-0.05967,-0.05243,0,1.62,0,703.8876153,0.029
Butte,7/4/2024,13.42317,15.855,11.139,4.716,30.25728105,30.36096079,30.37536035,28.16886891,0.211375,0.232,0.191,0.041,0.212583,0.213514,0.213226,0.2315,0.231667,0.229429,0.1935,0.196333,0.197857,6.3,14.8,23.3,17,13.95,14.03333,13.6,21.45,20.93333,19.52857,6.4,7.066667,7.614286,11.722,11.722,11.722,0,11.6735,11.6479,11.52915,11.6735,11.65733,11.54186,11.6735,11.625,11.50029,-0.03783,-0.01,-0.066,0.056,-0.03421,-0.03307,-0.03211,-0.0075,-0.00867,-0.01029,-0.066,-0.062,-0.05714,0,1.26,0,703.8876153,0.029
Butte,7/5/2024,14.62838,17.189,12.497,4.692,30.39551895,30.3264,30.37248018,28.20342876,0.210458,0.226,0.192,0.034,0.210917,0.211875,0.212899,0.229,0.229667,0.229286,0.1915,0.193,0.197,8.4,18.9,29.4,21,16.85,15.6,14.91429,26.35,24.1,21.84286,7.35,7.066667,7.928571,11.75433,11.819,11.722,0.097,11.73817,11.70044,11.5892,11.7705,11.722,11.61114,11.722,11.68967,11.55571,-0.042,-0.02,-0.062,0.042,-0.03992,-0.03681,-0.03383,-0.015,-0.01167,-0.01214,-0.064,-0.06467,-0.05843,0,0.99,0,703.8876153,0.029
Butte,7/6/2024,15.02021,17.379,12.883,4.496,30.52511895,30.46031895,30.39263965,29.65371429,0.210792,0.23,0.19,0.04,0.210625,0.210875,0.21256,0.228,0.229333,0.229286,0.191,0.191,0.196,13.2,23.1,32.9,19.7,21,18.93333,16.22857,31.15,28.53333,23.47143,10.8,9.3,8.928571,11.819,11.819,11.819,0,11.78667,11.76511,11.64636,11.819,11.78667,11.66657,11.7705,11.75433,11.625,-0.04279,-0.006,-0.075,0.069,-0.0424,-0.04088,-0.03581,-0.013,-0.012,-0.01171,-0.0685,-0.06767,-0.06186,0,0.99,0,703.8876153,0.029
Butte,7/7/2024,15.19958,17.665,13.076,4.589,30.2832,30.40415947,30.4012793,30.24493707,0.210125,0.229,0.19,0.039,0.210458,0.210458,0.212119,0.2295,0.228333,0.229571,0.19,0.190667,0.194429,14.1,23.1,32.2,18.1,23.1,21.7,17.38571,32.55,31.5,25.12857,13.65,11.9,9.6,11.8675,11.916,11.819,0.097,11.84325,11.81361,11.70179,11.8675,11.85133,11.722,11.819,11.78667,11.68043,-0.04742,-0.022,-0.071,0.049,-0.0451,-0.04407,-0.03809,-0.014,-0.016,-0.01257,-0.073,-0.06933,-0.06471,0,0.66,0,703.8876153,0.029
Butte,7/8/2024,15.57808,18.045,13.461,4.584,29.77344053,30.02832026,30.19391982,30.30047992,0.209833,0.226,0.193,0.033,0.209979,0.21025,0.211679,0.2275,0.228333,0.229429,0.1915,0.191,0.193429,14.3,23.4,32.5,18.2,23.25,23.2,18.65714,32.35,32.53333,27.11429,14.2,13.86667,10.17143,11.916,11.916,11.916,0,11.89175,11.8675,11.75722,11.916,11.88367,11.77743,11.8675,11.85133,11.73586,-0.04863,-0.018,-0.082,0.064,-0.04802,-0.04628,-0.04001,-0.02,-0.01533,-0.01314,-0.0765,-0.076,-0.068,0,0,0,703.8876153,0.029
Butte,7/9/2024,16.21092,18.426,14.325,4.101,29.98944053,29.88144053,30.01536035,30.24123436,0.208042,0.223,0.192,0.031,0.208938,0.209333,0.210631,0.2245,0.226,0.228143,0.1925,0.191667,0.192,15.8,25.2,34.7,18.9,24.3,23.9,20.22857,33.6,33.13333,29.22857,15.05,14.73333,11.22857,11.98875,12.013,11.916,0.097,11.95238,11.92408,11.81323,11.9645,11.94833,11.83286,11.916,11.88367,11.79129,-0.05629,-0.032,-0.078,0.046,-0.05246,-0.05078,-0.04365,-0.025,-0.024,-0.01614,-0.08,-0.077,-0.07143,0,0,0,703.8876153,0.029
Butte,7/10/2024,16.29917,18.14,14.804,3.336,29.6352,29.81232026,29.79936035,30.12274286,0.208208,0.226,0.193,0.033,0.208125,0.208694,0.209833,0.2245,0.225,0.227429,0.1925,0.192667,0.191571,16.6,25.8,35.1,18.5,25.5,24.8,22.04286,34.9,34.1,31.44286,16.2,15.56667,12.67143,12.04129,12.11,12.013,0.097,12.01502,11.98201,11.8727,12.0615,12.013,11.90214,11.9645,11.94833,11.84671,-0.05942,-0.037,-0.082,0.045,-0.05785,-0.05478,-0.04777,-0.0345,-0.029,-0.02071,-0.08,-0.08067,-0.07371,0,0,0,703.8876153,0.029
Butte,7/11/2024,15.49533,17.475,13.654,3.821,29.90304053,29.76912026,29.84256035,30.07213707,0.210333,0.229,0.193,0.036,0.209271,0.208861,0.209685,0.2275,0.226,0.227,0.193,0.192667,0.191857,10.8,19.9,29,18.2,22.85,23.63333,22.77143,32.05,32.93333,32.25714,13.7,14.4,13.31429,12.11,12.11,12.11,0,12.07565,12.04668,11.92813,12.11,12.07767,11.95757,12.0615,12.013,11.90214,-0.05288,-0.029,-0.077,0.048,-0.05615,-0.05619,-0.04992,-0.033,-0.03267,-0.02343,-0.0795,-0.079,-0.07529,0,0,0,703.8876153,0.029
Butte,7/12/2024,15.19229,17.379,13.269,4.11,29.85984053,29.88144053,29.79936035,29.99561158,0.2095,0.226,0.191,0.035,0.209917,0.209347,0.209548,0.2275,0.227,0.227,0.192,0.192333,0.191714,10.1,18.2,26.3,16.2,19.05,21.3,22.67143,27.65,30.13333,31.81429,10.45,12.5,13.55714,12.20296,12.207,12.11,0.097,12.15648,12.11808,11.99221,12.1585,12.14233,12.013,12.11,12.07767,11.95757,-0.04771,-0.025,-0.075,0.05,-0.05029,-0.05333,-0.05073,-0.027,-0.03033,-0.02414,-0.076,-0.078,-0.07714,0,0,0,703.8876153,0.029
Butte,7/13/2024,15.18375,17.475,13.173,4.302,29.55744053,29.70864053,29.77344053,29.85737181,0.207125,0.225,0.189,0.036,0.208313,0.208986,0.209024,0.2255,0.226667,0.226286,0.19,0.191,0.191571,9.6,18.9,28.2,18.6,18.55,19,22.07143,27.25,27.83333,31.14286,9.85,10.16667,13.04286,12.27571,12.304,12.207,0.097,12.23933,12.19622,12.05746,12.2555,12.207,12.08229,12.1585,12.14233,12.013,-0.05017,-0.021,-0.084,0.063,-0.04894,-0.05025,-0.05179,-0.023,-0.025,-0.02629,-0.0795,-0.07867,-0.07843,0,0,0,703.8876153,0.029
Butte,7/14/2024,15.55888,17.76,13.75,4.01,29.35871895,29.45807974,29.592,29.72530308,0.207375,0.223,0.188,0.035,0.20725,0.208,0.208631,0.224,0.224667,0.225429,0.1885,0.189333,0.191286,12.4,21.8,31.1,18.7,20.35,19.63333,21.88571,29.65,28.53333,30.98571,11,10.7,12.8,12.35654,12.401,12.304,0.097,12.31613,12.2784,12.12732,12.3525,12.304,12.15157,12.2555,12.207,12.08229,-0.05571,-0.032,-0.081,0.049,-0.05294,-0.05119,-0.05297,-0.0265,-0.026,-0.02771,-0.0825,-0.08,-0.07986,0,0,0,703.8876153,0.029
Butte,7/15/2024,15.03321,17.094,13.173,3.921,29.68704053,29.52287974,29.5344,29.71296023,0.2075,0.227,0.188,0.039,0.207438,0.207333,0.208298,0.225,0.225,0.225571,0.188,0.188333,0.190571,11.4,19.5,27.7,16.3,20.65,20.06667,21.32857,29.4,29,30.3,11.9,11.13333,12.38571,12.421,12.497,12.401,0.096,12.38877,12.35108,12.19946,12.449,12.40067,12.23457,12.3525,12.304,12.15157,-0.05133,-0.028,-0.081,0.053,-0.05352,-0.0524,-0.05336,-0.03,-0.027,-0.02914,-0.081,-0.082,-0.07971,0,0,0,703.8876153,0.029
Butte,7/16/2024,14.77667,17.094,12.594,4.5,26.15328105,27.92016079,28.39968018,29.16493744,0.205042,0.225,0.184,0.041,0.206271,0.206639,0.207869,0.226,0.225,0.225857,0.186,0.186667,0.189429,10.6,18.9,27.1,16.5,19.2,20.06667,20.42857,27.4,28.63333,29.21429,11,11.46667,11.64286,12.497,12.497,12.497,0,12.459,12.42485,12.27207,12.497,12.465,12.30371,12.449,12.40067,12.23457,-0.04954,-0.023,-0.079,0.056,-0.05044,-0.05219,-0.05239,-0.0255,-0.02767,-0.02786,-0.08,-0.08033,-0.07986,0,0,0,703.8876153,0.029
Butte,7/17/2024,15.97317,17.95,14.613,3.337,24.26111895,25.2072,26.70048018,28.39721158,0.205292,0.22,0.19,0.03,0.205167,0.205944,0.207452,0.2225,0.224,0.225,0.187,0.187333,0.189,12.2,22.8,33.3,21.1,20.85,20.4,20,30.2,29.36667,28.95714,11.4,11.4,11.01429,12.56975,12.594,12.497,0.097,12.53338,12.49592,12.34757,12.5455,12.52933,12.37286,12.497,12.465,12.30371,-0.05771,-0.035,-0.082,0.047,-0.05363,-0.05286,-0.05215,-0.029,-0.02867,-0.02757,-0.0805,-0.08067,-0.07986,0,0,0,703.8876153,0.029
Butte,7/18/2024,15.44763,17.475,13.654,3.821,29.02175947,26.64143921,26.47871982,28.27131429,0.20775,0.225,0.191,0.034,0.206521,0.206028,0.207083,0.2225,0.223333,0.224429,0.1905,0.188333,0.188714,12.2,20.3,28.3,16.1,21.55,20.66667,20.05714,30.8,29.56667,28.85714,12.2,11.66667,11.21429,12.61,12.69,12.594,0.096,12.58988,12.55892,12.41899,12.642,12.59367,12.45571,12.5455,12.52933,12.37286,-0.05504,-0.032,-0.082,0.05,-0.05638,-0.0541,-0.05246,-0.0335,-0.03,-0.028,-0.082,-0.081,-0.08057,0,0,0,703.8876153,0.029
Butte,7/19/2024,15.18033,17.379,13.269,4.11,29.05631895,29.03903921,27.44639912,28.15652549,0.207792,0.225,0.188,0.037,0.207771,0.206944,0.206839,0.225,0.223333,0.224286,0.1895,0.189667,0.188286,11.3,19.2,27.1,15.8,19.75,20.76667,20.2,27.7,29.56667,28.97143,11.75,11.9,11.38571,12.69,12.69,12.69,0,12.65,12.62325,12.48857,12.69,12.658,12.52471,12.642,12.59367,12.45571,-0.05379,-0.029,-0.079,0.05,-0.05442,-0.05551,-0.05333,-0.0305,-0.032,-0.02857,-0.0805,-0.081,-0.08114,0,0,0,703.8876153,0.029
Butte,7/20/2024,15.33563,17.475,13.461,4.014,28.79711895,28.92671895,28.95839912,28.04790812,0.208375,0.226,0.191,0.035,0.208083,0.207972,0.207018,0.2255,0.225333,0.224429,0.1895,0.19,0.188571,11.8,19.9,28,16.2,19.55,19.8,20.34286,27.55,27.8,28.94286,11.55,11.76667,11.7,12.72638,12.787,12.69,0.097,12.70819,12.67546,12.55295,12.7385,12.72233,12.59371,12.69,12.658,12.52471,-0.053,-0.029,-0.082,0.053,-0.0534,-0.05394,-0.05373,-0.029,-0.03,-0.02971,-0.0805,-0.081,-0.08086,0,0,0,703.8876153,0.029
Butte,7/21/2024,15.902,17.57,14.804,2.766,27.07775947,27.93743921,28.31039912,27.72205677,0.208667,0.219,0.196,0.023,0.208521,0.208278,0.207202,0.2225,0.223333,0.223857,0.1935,0.191667,0.189714,12.2,22.1,31.9,19.7,21,20.4,20.38571,29.95,29,29.05714,12,11.76667,11.67143,12.787,12.787,12.787,0,12.75669,12.73446,12.61445,12.787,12.75467,12.64886,12.7385,12.72233,12.59371,-0.05233,-0.035,-0.072,0.037,-0.05267,-0.05304,-0.05325,-0.032,-0.031,-0.03014,-0.077,-0.07767,-0.07957,0,0,0,703.8876153,0.029
Butte,7/22/2024,15.43683,16.999,14.421,2.578,28.5552,27.81647974,28.14335947,27.56036526,0.210125,0.221,0.196,0.025,0.209396,0.209056,0.207577,0.22,0.222,0.223,0.196,0.194333,0.190857,11.3,17.8,24.3,13,19.95,19.93333,20.14286,28.1,28.06667,28.57143,11.75,11.76667,11.65714,12.855,12.883,12.787,0.096,12.821,12.78946,12.67645,12.835,12.819,12.704,12.787,12.75467,12.64886,-0.04971,-0.034,-0.07,0.036,-0.05102,-0.05168,-0.05302,-0.0345,-0.03267,-0.031,-0.071,-0.07467,-0.078,0,0,0,703.8876153,0.029
Butte,7/23/2024,14.347,16.332,12.787,3.545,29.29824053,28.92672026,28.3104,28.00964519,0.207125,0.226,0.186,0.04,0.208625,0.208639,0.207875,0.2235,0.222,0.223143,0.191,0.192667,0.191143,6.9,13.6,20.4,13.5,15.7,17.83333,19.38571,22.35,25.53333,27.61429,9.1,10.13333,11.12857,12.883,12.883,12.883,0,12.869,12.84167,12.73159,12.883,12.851,12.75914,12.835,12.819,12.704,-0.05117,-0.028,-0.087,0.059,-0.05044,-0.05107,-0.05325,-0.031,-0.03233,-0.03171,-0.0785,-0.07633,-0.07914,0,0,0,703.8876153,0.029
Butte,7/24/2024,14.04271,16.046,12.207,3.839,27.26784053,28.28304053,28.37376035,28.43917684,0.205375,0.223,0.186,0.037,0.20625,0.207542,0.207887,0.2245,0.223333,0.223571,0.186,0.189333,0.190571,6.1,16.2,26.2,20.1,14.9,15.86667,18.44286,23.3,23.63333,26.6,6.5,8.1,10.25714,12.96383,12.98,12.883,0.097,12.92342,12.90061,12.78789,12.9315,12.91533,12.81429,12.883,12.851,12.75914,-0.0525,-0.026,-0.08,0.054,-0.05183,-0.05113,-0.05251,-0.027,-0.02933,-0.03043,-0.0835,-0.079,-0.07886,0,0,0,703.8876153,0.029
Butte,7/25/2024,14.16471,15.569,13.173,2.396,28.54655947,27.9072,28.37088018,28.37129113,0.208333,0.221,0.189,0.032,0.206854,0.206944,0.20797,0.222,0.223333,0.223,0.1875,0.187,0.190286,7.3,15.7,24.1,16.8,15.95,15.16667,17.78571,25.15,23.56667,26,6.7,6.766667,9.557143,12.98,12.98,12.98,0,12.97192,12.94228,12.84074,12.98,12.94767,12.85571,12.9315,12.91533,12.81429,-0.04963,-0.029,-0.075,0.046,-0.05106,-0.0511,-0.05173,-0.0275,-0.02767,-0.03,-0.0775,-0.08067,-0.07786,0,0,0,703.8876153,0.029
Butte,7/26/2024,13.297,15.282,11.431,3.851,28.90944053,28.728,28.24128018,28.3503085,0.204375,0.223,0.184,0.039,0.206354,0.206028,0.207482,0.222,0.222333,0.222714,0.1865,0.186333,0.189714,5.5,11.7,17.9,12.4,13.7,14.53333,16.71429,21,22.73333,24.68571,6.4,6.3,8.728571,13.06,13.076,12.98,0.096,13.02,13.00128,12.8936,13.028,13.012,12.91086,12.98,12.94767,12.85571,-0.04283,-0.022,-0.071,0.049,-0.04623,-0.04832,-0.05017,-0.0255,-0.02567,-0.029,-0.073,-0.07533,-0.07671,0,0,0,703.8876153,0.029
Butte,7/27/2024,13.31408,14.9,11.625,3.275,27.97631895,28.44287974,28.47743965,28.23305135,0.203917,0.219,0.185,0.034,0.204146,0.205542,0.206845,0.221,0.221,0.221714,0.1845,0.186,0.188857,5.6,14.9,24.3,18.7,13.3,14.1,16,21.1,22.1,24.15714,5.55,6.133333,7.842857,13.076,13.076,13.076,0,13.068,13.03867,12.94355,13.076,13.044,12.95214,13.028,13.012,12.91086,-0.04833,-0.022,-0.077,0.055,-0.04558,-0.04693,-0.0495,-0.022,-0.02433,-0.028,-0.074,-0.07433,-0.076,0,0,0,703.8876153,0.029
Butte,7/28/2024,13.47113,14.996,12.013,2.983,24.15744053,26.06687974,27.0144,27.81586293,0.204167,0.22,0.186,0.034,0.204042,0.204153,0.206202,0.2195,0.220667,0.221857,0.1855,0.185,0.187429,7.5,15.1,22.8,15.3,15,13.9,15,23.55,21.66667,22.85714,6.55,6.2,7.171429,13.076,13.076,13.076,0,13.076,13.07067,12.98483,13.076,13.076,12.99343,13.076,13.044,12.95214,-0.05108,-0.03,-0.078,0.048,-0.04971,-0.04742,-0.04932,-0.026,-0.02467,-0.02729,-0.0775,-0.07533,-0.07686,0,0,0,703.8876153,0.029
Butte,7/29/2024,13.48088,14.038,12.594,1.444,7.992,16.07472026,20.04191982,24.87826293,0.206833,0.22,0.194,0.026,0.2055,0.204972,0.205732,0.22,0.219667,0.221714,0.19,0.188333,0.187143,8.7,15.2,21.6,12.9,15.15,15.06667,14.62857,22.2,22.9,22.47143,8.1,7.266667,6.8,13.12046,13.173,13.076,0.097,13.09823,13.09082,13.02276,13.1245,13.10833,13.03486,13.076,13.076,12.99343,-0.04579,-0.034,-0.059,0.025,-0.04844,-0.0484,-0.04876,-0.032,-0.02867,-0.02729,-0.0685,-0.07133,-0.07529,0,0,0,703.8876153,0.029
Butte,7/30/2024,14.33279,15.473,13.558,1.915,25.65215947,16.82207974,19.2672,24.35739421,0.204167,0.215,0.192,0.023,0.2055,0.205056,0.20531,0.2175,0.218333,0.220143,0.193,0.190667,0.188,10.9,13.9,16.8,5.9,14.55,14.73333,14.67143,19.2,20.4,21.95714,9.8,9.033333,7.371429,13.173,13.173,13.173,0,13.14673,13.12315,13.06418,13.173,13.14067,13.07629,13.1245,13.10833,13.03486,-0.05271,-0.04,-0.071,0.031,-0.04925,-0.04986,-0.04898,-0.037,-0.03467,-0.029,-0.065,-0.06933,-0.073,3.61,3.61,0,703.8876153,0.029
Butte,7/31/2024,14.54658,16.427,12.883,3.544,27.35424053,26.5032,20.3328,24.36973707,0.20375,0.222,0.185,0.037,0.203958,0.204917,0.205077,0.2185,0.219,0.22,0.1885,0.190333,0.187857,10.6,15.3,20,9.4,14.6,14.8,14.54286,18.4,19.46667,21.07143,10.75,10.06667,8.014286,13.173,13.173,13.173,0,13.173,13.15549,13.09407,13.173,13.173,13.10386,13.173,13.14067,13.07629,-0.054,-0.03,-0.083,0.053,-0.05335,-0.05083,-0.0492,-0.035,-0.03467,-0.02957,-0.077,-0.071,-0.07343,0,3.61,0,703.8876153,0.029
Butte,8/1/2024,15.57867,17.379,13.942,3.437,27.6048,27.47952026,26.8704,24.2352,0.202708,0.216,0.189,0.027,0.203229,0.203542,0.204274,0.219,0.217667,0.219286,0.187,0.188667,0.187857,10.5,19,27.4,16.9,17.15,16.06667,15.01429,23.7,21.4,21.54286,10.55,10.66667,8.471429,13.173,13.173,13.173,0,13.173,13.173,13.12164,13.173,13.173,13.13143,13.173,13.173,13.10386,-0.06183,-0.04,-0.084,0.044,-0.05792,-0.05618,-0.05094,-0.035,-0.03667,-0.03114,-0.0835,-0.07933,-0.07471,0,3.61,0,703.8876153,0.029
